readable_name,name,country_specific_code,country_2_letter
Agua Fria de Goias,Água Fria de Goiás,5200175,BR
Agua Limpa,Água Limpa,5200209,BR
Agua Nova,Água Nova,2400406,BR
Agua Preta,Água Preta,2600401,BR
Agua Prieta,Agua Prieta,26002,MX
Agua Santa,Água Santa,4300059,BR
Agua de Dios,Agua de Dios,25001,CO
Aguacatan,Aguacatán,1327,GT
Aguachica,Aguachica,20011,CO
Aguada,Aguada,68013,CO
Aguada,Aguada,72003,PR
Aguada de Pasajeros,Aguada de Pasajeros,2701,CU
Aguadas,Aguadas,17013,CO
Aguadilla,Aguadilla,72005,PR
Aguadulce District,Aguadulce,10201,PA
Aguai,Aguaí,3500303,BR
Agualeguas,Agualeguas,19002,MX
Aguanil,Aguanil,3100807,BR
Aguanqueterique,Aguanqueterique,1202,HN
Aguarico Canton,Aguarico,2202,EC
Aguas Belas,Águas Belas,2600500,BR
Aguas Buenas,Aguas Buenas,72007,PR
Aguas Formosas,Águas Formosas,3100906,BR
Aguas Frias,Águas Frias,4200556,BR
Aguas Lindas de Goias,Águas Lindas de Goiás,5200258,BR
Aguas Mornas,Águas Mornas,4200606,BR
Aguas Vermelhas,Águas Vermelhas,3101003,BR
Aguas da Prata,Águas da Prata,3500402,BR
Aguas de Chapeco,Águas de Chapecó,4200507,BR
Aguas de Lindoia,Águas de Lindóia,3500501,BR
Aguas de Santa Barbara,Águas de Santa Bárbara,3500550,BR
Aguasay,Aguasay,1602,VE
Aguascalientes Municipality,Aguascalientes,01001,MX
Aguata,Aguata,0401,NG
Aguazul,Aguazul,85010,CO
Agudo,Agudo,4300109,BR
Agudos,Agudos,3500709,BR
Agudos do Sul,Agudos do Sul,4100301,BR
Agueda,Águeda,0101,PT
Aguegues,Aguégués,103,BJ
Agui-cho,阿久比町,234419,JP
Aguia Branca,Águia Branca,3200136,BR
Aguiar,Aguiar,2500205,BR
Aguiar da Beira,Aguiar da Beira,0901,PT
Aguiarnopolis,Aguiarnópolis,1700301,BR
Aguie Department,Aguié,042,NE
Aguilares,Aguilares,0601,SV
Aguililla,Aguililla,16002,MX
Aguirre,Aguirre,606,CR
Aguirre Department,Aguirre,86007,AR
Agul'skiy municipal'nyy rayon,Агульский муниципальный район,82201,RU
Agule,Agule,9001,UG
Aguni-son,粟国村,473553,JP
Agusan del Norte,Agusan del Norte,1600200000,PH
Agusan del Sur,Agusan del Sur,1600300000,PH
Agustín Codazzi,Agustín Codazzi,20013,CO
Agwara,Agwara,2702,NG
Agwu,Awgu,1402,NG
Agârbiciu,Viișoara,060062,RO
Agăș,Agăș,021007,RO
Ahad Al Masarihah,احد المسارحه,1011,SA
Ahad Rufaydah,احد رفيده,0609,SA
Ahafo Ano North District,Ahafo Ano North,0617,GH
Ahafo Ano South,Ahafo Ano South West,0616,GH
Ahafo Ano South East District,Ahafo Ano South East,0631,GH
Ahanta,Ahanta West,0104,GH
Ahar,اهر,0103,IR
Ahiazu Mbaise,Ahiazu Mbaise,1702,NG
Ahilyanagar district,Ahmednagar,466,IN
Ahl El Ksar,Ahl El Ksar,DZ012002,DZ
Ahlat,Ahlat,131112,TR
Ahmadabad,احمد آباد,1302,AF
Ahmar El Ain,Ahmer El Ain,DZ045002,DZ
Ahmed Rachedi,Ahmed Rachdi,DZ028001,DZ
Ahmedabad district,Ahmadabad,438,IN
Ahmetli,Ahmetli,451751,TR
Ahnasia,مركز اهناسيا,2206,EG
Ahnif,Hanif,DZ012029,DZ
Ahoada,Ahoada East,3302,NG
Ahoada West,Ahoada West,3303,NG
Ahome,Ahome,25001,MX
Ahrweiler,LK Ahrweiler,07131,DE
Ahtubinskiy,Ахтубинский,12205,RU
Ahtynskiy municipal'nyy rayon,Ахтынский муниципальный район,82206,RU
Ahuacatlan,Ahuacatlán,18002,MX
Ahuacatlan Municipality,Ahuacatlán,21006,MX
Ahuachapan,Ahuachapán,0101,SV
Ahuacuotzingo Municipality,Ahuacuotzingo,12002,MX
Ahualulco,Ahualulco,24001,MX
Ahualulco de Mercado,Ahualulco de Mercado,14003,MX
Ahuas,Ahuas,0903,HN
Ahuatlan Municipality,Ahuatlán,21007,MX
Ahuazotepec Municipality,Ahuazotepec,21008,MX
Ahuehuetitla Municipality,Ahuehuetitla,21009,MX
Ahumada Municipality,Ahumada,08001,MX
Ahvahskiy municipal'nyy rayon,Ахвахский муниципальный район,82205,RU
Ahvaz,اهواز,1305,IR
Ahwar,احوار,1209,YE
Ahırlı District,Ahırlı,421868,TR
Aiaisi,Aiaisi,0719,SB
Aibetsu-cho,愛別町,014567,JP
Aibonito,Aibonito,72009,PR
Aichach-Friedberg,LK Aichach-Friedberg,09771,DE
Aidubange-machi,会津坂下町,074217,JP
Aidumisato-machi,会津美里町,074471,JP
Aiduwakamatsu-shi,会津若松市,072028,JP
Aigialousa,Αιγιαλούσα,3352,CY
Aigle,District d'Aigle,2221,CH
Aija Province,Aija,0202,PE
Aikawa-machi,愛川町,144011,JP
Aiken County,Aiken,45003,US
Aileu Subdistrict,Aileu,0201,TL
Aimela,Aimela,0702,SB
Aimores,Aimorés,3101102,BR
Ain,Ain,FR-01,FR
Ain,عين,2106,YE
Ain Adden,Ain Adden,DZ038001,DZ
Ain Al Arab,عين العرب,0206,SY
Ain Al-Tamur,عين التمر,1101,IQ
Ain Albasha,عين الباشا,1204,JO
Ain Azel,Ain Azal,DZ037003,DZ
Ain Bebouche,Ain Babouche,DZ034001,DZ
Ain Beida,Ain Beida,DZ033001,DZ
Ain Beida,Ain Beida,DZ034002,DZ
Ain Bessem,Ain Bessam,DZ012003,DZ
Ain Bouihi,Ain Bouyahia,DZ002002,DZ
Ain Charchar,Ain Cherchar,DZ039002,DZ
Ain Defla,Ain-Defla,DZ002006,DZ
Ain Draham,عين دراهم,2255,TN
Ain El Berda,Ain Berda,DZ005001,DZ
Ain El Diss,Ain Diss,DZ034003,DZ
Ain El Fakroun,Ain Fakroun,DZ034004,DZ
Ain El Hadjar,Ain El Hadjar,DZ012004,DZ
Ain El Kercha,Ain Kercha,DZ034005,DZ
Ain El Orak,Ain El Orak,DZ017001,DZ
Ain Fettah,Ain Fetah,DZ048001,DZ
Ain Kada,Ain Kada,DZ038003,DZ
Ain Laloui,Ain Laloui,DZ012005,DZ
Ain Nouissy,Ain Nouissi,DZ029004,DZ
Ain Oussera,Ain Ouessara,DZ016005,DZ
Ain Rekada,Ain Reggada,DZ021004,DZ
Ain Safra,Ain Sefra,DZ031002,DZ
Ain Sekhouna,Ain Skhouna,DZ036002,DZ
Ain Semara,Ain Smara,DZ015002,DZ
Ain Shams,قسم عين شمس,0130,EG
Ain Sidi Ali,Ain Sidi Ali,DZ025003,DZ
Ain Tagourait,Ain Tagourait,DZ045003,DZ
Ain Tarik,Ain Tarek,DZ035002,DZ
Ain Temouchent,Ain-Temouchent,DZ003005,DZ
Ain Tesra,Ain Tassera,DZ011002,DZ
Ain Thrid,Ain Thrid,DZ038004,DZ
Ain Tindamine,Ain Tindamine,DZ038005,DZ
Ain Tork,Ain Torki,DZ002005,DZ
Ain Zaatout,Ain Zaatout,DZ009002,DZ
Ain Zana,Ain Zana,DZ040002,DZ
Ain-Legradj,Ain Lagradj,DZ037005,DZ
Ain-Sebt,Ain Sebt,DZ037009,DZ
Ain-Zaouia,Ain Zaouia,DZ047005,DZ
Ainabkoi,Ainabkoi,776,KE
Ainamoi,Ainamoi,1299,KE
Ainan-cho,愛南町,385069,JP
Ainaro Subdistrict,Ainaro,0101,TL
Ainaži,Ainaži,0035200,LV
Ainaži Parish,Ainažu pagasts,0035400,LV
Aioi-shi,相生市,282081,JP
Aipe,Aipe,41016,CO
Aiquara,Aiquara,2900603,BR
Airag,Айраг,0801,MN
Airport,المطار,233,KW
Aisai-shi,愛西市,232327,JP
Aishalton-Karaudanawa-Achiwib,Aishalton-Karaudanawa-Achiwib,0907,GY
Aishcum County,Lake,26085,US
Aishou-cho,愛荘町,254258,JP
Aisne,Aisne,FR-02,FR
Aissaouia,Aissaouia,DZ027003,DZ
Ait Boumehdi,Ait Boumahdi,DZ047009,DZ
Ait Laziz,Ait Laaziz,DZ012007,DZ
Ait Naoual Mezada,M'Zada,DZ037046,DZ
Ait Ouabane,Iboudraren,DZ047035,DZ
Ait Tizi,Ait Tizi,DZ037010,DZ
Ait Ziki,Beni Ziki,DZ047025,DZ
Ait Zmenzer,Beni Zmenzer,DZ047026,DZ
Ait-Chaffaa,Ait Chaffaa,DZ047010,DZ
Ait-Mahmoud,Ait Mahmoud,DZ047012,DZ
Ait-Smail,Ait Smail,DZ008003,DZ
Ait-Yahia,Ait Yahia,DZ047015,DZ
Aita Mare,Aita Mare,063777,RO
Aitape-Lumi District,Aitape-Lumi,1501,PG
Aitkin County,Aitkin,27001,US
Aiton,Aiton,055598,RO
Aiuaba,Aiuaba,2300408,BR
Aiud,Aiud,001213,RO
Aiuruoca,Aiuruoca,3101201,BR
Aiviekste Parish,Aiviekstes pagasts,0020400,LV
Aiyedaade,Ayedaade,3001,NG
Aiyedire,Aiyedire,3002,NG
Aiyekire,Gbonyi,1302,NG
Aizawl district,Aizawl,261,IN
Aizkalne Parish,Aizkalnes pagasts,0042410,LV
Aizkraukle,Aizkraukle,0020200,LV
Aizkraukle  Parish,Aizkraukles pagasts,0020410,LV
Aizpute,Aizpute,0027200,LV
Aizpute Parish,Aizputes pagasts,0027400,LV
Aizumi-cho,藍住町,364037,JP
Aj Jabalain,Aj Jabalain,0903,SD
Ajabshir,عجب شير,0112,IR
Ajacuba,Ajacuba,13005,MX
Ajalpan Municipality,Ajalpan,21010,MX
Ajaokuta,Ajaokuta,2302,NG
Ajara,აჟარა,1217,GE
Ajba,Ajba,044001,SI
Ajbelj,Ajbelj,165001,SI
Ajdovščina,Ajdovščina,001001,SI
Ajeromi-Ifelodun,Ajeromi,2502,NG
Ajigasawa-machi,鰺ヶ沢町,023213,JP
Ajingi,Ajingi,2001,NG
Ajka  District,Ajka,183,HU
Ajman,عجمان,02011,AE
Ajmer district,Ajmer,86,IN
Ajristan,اجرستان,1118,AF
Ajuchitlan del Progreso Municipality,Ajuchitlán del Progreso,12003,MX
Ajumako/Enyan/Essiam,Ajumako-Enyan-Essiam,0205,GH
Ajuricaba,Ajuricaba,4300208,BR
Ajuterique,Ajuterique,0302,HN
Ajševica,Ajševica,084001,SI
Ak-Suu r.,Ак-Суу р.,41702205,KG
Ak-Talaa r.,Ак-Талаа р.,41704210,KG
Aka-mura,赤村,406091,JP
Akabira-shi,赤平市,012181,JP
Akabli,Akabili,DZ001002,DZ
Akaigawa-mura,赤井川村,014095,JP
Akaiwa-shi,赤磐市,332135,JP
Akaki,Ακάκι,1360,CY
Akamkpa,Akamkpa,0902,NG
Akanthou,Ακανθού,3304,CY
Akapnou,Ακαπνού,5137,CY
Akarere ka Kayonza,Kayonza,54,RW
Akashi-shi,明石市,282031,JP
Akat Amnuai,อากาศอำนวย,4711,TH
Akatsi,Akatsi South,0405,GH
Akatsi North District,Akatsi North,0420,GH
Akbil,Akbil,DZ047017,DZ
Akbou,Akbou,DZ008004,DZ
Akbugdaý District,Ak bugdaý şäheri,1201,TM
Akbulakskiy municipal'nyy rayon,Акбулакский муниципальный район,53205,RU
Akdağmadeni,Akdağmadeni,661117,TR
Akdeniz,Akdeniz,332064,TR
Akdepe District,Akdepe etraby,3201,TM
Akerrou,Akerrou,DZ047018,DZ
Aketi Territory,Aketi,5032,CD
Akfadou,Akfadou,DZ008005,DZ
Akhalgori,ახალგორი,0701,GE
Akhalkalaki,ახალქალაქი,1003,GE
Akhaltsikhe,ახალციხი,1004,GE
Akhaltsikhe city,ქალაქი ახალციხე,1007,GE
Akhisar,Akhisar,451118,TR
Akhmeta,ახმეტი,0601,GE
Akhmim,مركز اخميم,2604,EG
Aki-shi,安芸市,392031,JP
Akil Municipality,Akil,31003,MX
Akinyele,Akinyele,3102,NG
Akioota-cho,安芸太田町,343684,JP
Akiruno-shi,あきる野市,132284,JP
Akishima-shi,昭島市,132071,JP
Akita-shi,秋田市,052019,JP
Akitakata-shi,安芸高田市,342149,JP
Akjoujt,أكجوجت,121,MR
Akkar,عكار,35,LB
Akkayyn audany,Аққайың ауданы,5958,KZ
Akkeshi-cho,厚岸町,016624,JP
Akko,עכו,24,IL
Akko,Akko,1601,NG
Akkol audany,Ақкөл ауданы,1132,KZ
Akkuly audany,Аққулы ауданы,5552,KZ
Akkuş,Akkuş,521119,TR
Akkışla,Akkışla,381752,TR
Aklan,Aklan,0600400000,PH
Akmenė District Municipality,Akmenės r. sav.,0632,LT
Aknavasar,Târgu Ocna,020965,RO
Aknysta,Aknīste,0031200,LV
Aknīste Parish,Aknīstes pagasts,0031400,LV
Akobo County,Akobo,0401,SS
Akoko Edo,Akoko Edo,1201,NG
Akoko North-East,Akoko North East,2901,NG
Akoko North-West,Akoko North West,2902,NG
Akoko South-East,Akoko South East,2903,NG
Akoko South-West,Akoko South West,2904,NG
Akola district,Akola,467,IN
Akontombra,Sefwi Akontombra,0113,GH
Akou-shi,赤穂市,282120,JP
Akouda,اكودة,3156,TN
Akoursos,Ακουρσός,6130,CY
Akpabuyo,Akpabuyo,0903,NG
Akpro-Misserete,Akpro-Missérété,104,BJ
Akpınar,Akpınar,401754,TR
Akrofuom District,Akrofuom,0636,GH
Akrotiri,Ακρωτήρι,5200,XS
Akrounta,Ακρούντα,5123,CY
Aksakovo,Аксаково,VAR02,BG
Aksaray,Aksaray,681120,TR
Aksayskiy municipal'nyy rayon,Аксайский муниципальный район,60202,RU
Akseki,Akseki,071121,TR
Akshehir,Akşehir,421122,TR
Akshinskiy rayon,Акшинский район,76203,RU
Aksu,Aksu,072035,TR
Aksu,Aksu,321755,TR
Aksu Diqu,阿克苏地区,6529,CN
Aksu K.A.,Ақсу Қ.Ә.,5516,KZ
Aksu audany,Ақсу ауданы,1932,KZ
Aksuat audany,Ақсуат ауданы,1034,KZ
Aksubaevskiy municipal'nyy rayon,Аксубаевский муниципальный район,92204,RU
Aksy r.,Аксы р.,41703211,KG
Aktanyshskiy municipal'nyy rayon,Актанышский муниципальный район,92205,RU
Aktau K.A.,Ақтау Қ.Ә.,4710,KZ
Aktobe K.A.,Ақтөбе Қ.Ә.,1510,KZ
Aktogay audany,Ақтоғай ауданы,3536,KZ
Aktogay audany,Ақтоғай ауданы,5532,KZ
Akuapem North District,Akuapem North,0506,GH
Akuapim South,Akwapem South,0523,GH
Akuku-Toru,Akukutoru,3304,NG
Akune-shi,阿久根市,462063,JP
Akurdet Subregion,Akurdet,402,ER
Akure North,Akure North,2905,NG
Akure South,Akure South,2906,NG
Akushinskiy municipal'nyy rayon,Акушинский муниципальный район,82203,RU
Akwanga,Akwanga,2601,NG
Akyaka,Akyaka,361756,TR
Akyazı,Akyazı,541123,TR
Akyemansa,Akyem Mansa,0515,GH
Akyurt,Akyurt,061872,TR
Akzhar audany,Ақжар ауданы,5934,KZ
Akzhayyk audany,Ақжайық ауданы,2732,KZ
Akçaabat,Akçaabat,611113,TR
Akçadağ,Akçadağ,441114,TR
Akçakale,Akçakale,631115,TR
Akçakent,Akçakent,401869,TR
Akçakoca,Akçakoca,811116,TR
Akébou Prefecture,Akébou,410,TG
Akören,Akören,421753,TR
Akıncılar,Akıncılar,581870,TR
Al  Haouz,إقليم: الحوز,041,MA
Al A'rsh,العرش,1416,YE
Al Abaireq - Al Anaem - Al Laiyah,الابيرق والنعايم واللياح,723,KW
Al Abdiliya,العبدلية,921,KW
Al Abdiyah,العبدية,2611,YE
Al Abr,العبر,1906,YE
Al Ad'ami,الأدعمي,344,KW
Al Adoua,مركز العدوه,2405,EG
Al Aflaj,الافلاج,0108,SA
Al Agouza,قسم العجوزه,2102,EG
Al Ahamam,قسم الحمام,3302,EG
Al Ahmadi,مدينة الاحمدي,360,KW
Al Ahram,قسم الاهرام,1006,EG
Al Ahsa,الاحساء,0502,SA
Al Aiad,مركز العياط,1012,EG
Al Ain,العين,01021,AE
Al Ameria,قسم العامريه,0213,EG
Al Amoah,الامواه,0618,SA
Al Amrat,العامرات,0104,OM
Al Aqiq,العقيق,1205,SA
Al Arab,قسم العرب,0302,EG
Al Arbaeen,قسم الاربعين,0402,EG
Al Ardiyat,العرضيات,0214,SA
Al Aridah,العارضه,1013,SA
Al Arish First,قسم اول العريش,3401,EG
Al Arish Fourth,قسم رابع العريش,3404,EG
Al Arish Second,قسم ثان العريش,3402,EG
Al Arish Third,قسم ثالث العريش,3403,EG
Al Ashah,العشـــــه,2903,YE
Al Asyah,الأسياح,0407,SA
Al Atareen,قسم العطارين,0206,EG
Al Awabi,العوابي,1002,OM
Al Aydabi,العيدابى,1012,SA
Al Azariq,الازارق,3008,YE
Al Bab,الباب,0202,SY
Al Bad,البدع,0707,SA
Al Badai,البدائع,0406,SA
Al Badrashen,مركز البدرشين,1010,EG
Al Badrawy,مركز البدارى,2506,EG
Al Bagour,مركز الباجور,1704,EG
Al Bahah,الباحه,1201,SA
Al Balina,مركز البلينا,2605,EG
Al Bassatin,قسم البساتين,0135,EG
Al Bayda,البيضاء,1410,YE
Al Bayda City,مدينة البيضاء,1409,YE
Al Behayith,البحيث,425,KW
Al Belad Al Qadeem,البلادالقديم,102,BH
Al Birk,البرك,0613,SA
Al Boroloos,مركز البرلس,1503,EG
Al Buhaira,Al Buhaira,0204,SD
Al Bukayriyah,البكيريه,0405,SA
Al Buraiqeh,البريقه,2404,YE
Al Buram,Al Buram,1213,SD
Al Buraymi,البريمي,0901,OM
Al Burgaig,Al Burgaig,0107,SD
Al Butanah,Al Butanah,0409,SD
Al Dabaa,قسم الضبعه,3304,EG
Al Dahier,قسم الظاهر,0117,EG
Al Dakhla,مركز شرطه الداخله,3202,EG
Al Darb Al Ahmar,قسم الدرب الاحمر,0114,EG
Al Dawahy,قسم الضواحى,0305,EG
Al Dekhila,قسم الدخيله,0212,EG
Al Delengat,مركز الدلنجات,1805,EG
Al Dhafra,الظفرة,01031,AE
Al Dhaher,الظاهر,2207,YE
Al Dhihar,الظهار,1119,YE
Al Dibab,Al Dibab,1814,SD
Al Doki,قسم الدقى,2103,EG
Al Door,الدور,501,BH
Al Ebrahimia,مركز الابراهيميه,1317,EG
Al Fao,Al Fao,0414,SD
Al Farabi audany,Әл Фараби ауданы,7913,KZ
Al Farafra,مركز شرطه الفرافره,3203,EG
Al Fashaga,Al Fashaga,0401,SD
Al Fasher,Al Fasher,1301,SD
Al Fath,مركز الفتح,2513,EG
Al Fatih,الفاتح,103,BH
Al Feshn,مركز الفشن,2204,EG
Al Fiq,فيق,1402,SY
Al Firdous,Al Firdous,1512,SD
Al Galabat Al Gharbyah - Kassab,Al Galabat Al Gharbyah - Kassab,0413,SD
Al Gamalia,مركز الجماليه,1215,EG
Al Gamalia City,قسم الجماليه,0115,EG
Al Ganab,Al Ganab,0307,SD
Al Ganaeen,قسم الجناين,0405,EG
Al Ganoub,قسم الجنوب,0306,EG
Al Ganoub Second,قسم ثان الجنوب,0311,EG
Al Ghanaiem,مركز الغنايم,2508,EG
Al Ghat,الغاط,0120,SA
Al Ghaydhah,الغيظه,2804,YE
Al Ghayl,الغيل,1608,YE
Al Ghazalah,الغزاله,0803,SA
Al Gitaina,Al Gitaina,0902,SD
Al Golid,Al Golid,0106,SD
Al Gomrok,قسم الجمرك,0210,EG
Al Guraifa,الغريفه,104,BH
Al Had,الحد,2501,YE
Al Hada,الحداء,2001,YE
Al Hait,الحائط,0805,SA
Al Hajar,الحجر,404,BH
Al Hajjaylah,الحجيلة,1811,YE
Al Hajrah,الحجرة,1208,SA
Al Hajyat,الحجيات,303,BH
Al Hali,الحالي,1823,YE
Al Hamool,مركز الحامول,1511,EG
Al Hamra,الحمراء,0505,OM
Al Hamriya,الحمرية,304,BH
Al Hariq,الحريق,0119,SA
Al Harjah,الحرجه,0614,SA
Al Harth,الحرث,1005,SA
Al Hasahisa,Al Hasahisa,0701,SD
Al Hasana,قسم الحسنه,3406,EG
Al Hashwah,الحشوه,2213,YE
Al Hawak,الحوك,1821,YE
Al Hawamdia,قسم الحوامديه,1008,EG
Al Hawtah,الحوطة,2514,YE
Al Haymah Ad Dakhiliyah,الحيمة الداخلية,2308,YE
Al Haymah Al Kharijiyah,الحيمة الخارجية,2309,YE
Al Hazm,الحزم,1605,YE
Al Hinakiyah,الحناكيه,0307,SA
Al Hoceima,إقليم,051,MA
Al Humaydat,الحميدات,1602,YE
Al Hunaniya,الحنينية,502,BH
Al Husainia,مركز الحسينيه,1306,EG
Al Husha,الحشاء,3009,YE
Al Husn,الحصن,2315,YE
Al Hussein,الحصين,3005,YE
Al Idia,Al Idia,1815,SD
Al Is,العيص,0308,SA
Al Jabin,الجبين,3102,YE
Al Jafariyah,الجعفرية,3105,YE
Al Jamarikya,قسم الدائره الجمركيه,0312,EG
Al Jamimah,الجميمة,1708,YE
Al Jarrahi,الجراحي,1825,YE
Al Jaseera,الجسيرة,503,BH
Al Jasra,الجسرة,405,BH
Al Jazer,الجازر,0704,OM
Al Jubah,الجوبة,2607,YE
Al Jubayl,الجبيل,0504,SA
Al Jumum,الجموم,0207,SA
Al Kamil,الكامل,0209,SA
Al Kamil Wa Al Wafi,الكامل والوافي,1102,OM
Al Kamlin,Al Kamlin,0702,SD
Al Kassima,قسم شرطه القسيمه,3411,EG
Al Kawthar,قسم الكوثر,2616,EG
Al Khabt,الخبت,2704,YE
Al Khaburah,الخابورة,0206,OM
Al Khafji,الخفجى,0507,SA
Al Khalifa,قسم الخليفه,0108,EG
Al Khalq,الخلق,1609,YE
Al Khamiss,الخميس,406,BH
Al Khanka,مركز الخانكه,1403,EG
Al Kharga,قسم شرطه الخارجه,3201,EG
Al Kharj,الخرج,0103,SA
Al Kharjiya,الخارجية,305,BH
Al Kharrouba,El Kharrouba,DZ013015,DZ
Al Khawkhah,الخوخه,1820,YE
Al Khiran,الخيران,318,KW
Al Khiwai,Al Khiwai,1812,SD
Al Khosous,قسم الخصوص,1412,EG
Al Khubar,الخبر,0506,SA
Al Khurmah,الخرمه,0210,SA
Al Koma,Al Koma,1313,SD
Al Kossia,مركز القوصيه,2509,EG
Al Kurmuk,Al Kurmuk,1002,SD
Al Laban,قسم اللبان,0209,EG
Al Lagowa,Al Lagowa,1206,SD
Al Lait,Al Lait,1316,SD
Al Lawzi,اللوزي,407,BH
Al Leri,Al Leri,0814,SD
Al Lith,الليث,0205,SA
Al Ma'afer,المعافر,1521,YE
Al Ma'ra,معرة النعمان,0702,SY
Al Madan,المــدان,2906,YE
Al Madaribah Wa Al Arah,المضاربة و العاره,2513,YE
Al Madinah Al Munawwarah,المدينةالمنورة,0301,SA
Al Mafaza,Al Mafaza,0415,SD
Al Maflahy,المفلحي,2503,YE
Al Maghrabah,المغربة,1717,YE
Al Mahabishah,المحابشة,1715,YE
Al Mahd,المهد,0304,SA
Al Mahfad,المحفد,1201,YE
Al Mahmoudia,مركز المحموديه,1806,EG
Al Mahwit,المحويت,2709,YE
Al Mahwit City,مدينة المحويت,2708,YE
Al Majardah,المجارده,0612,SA
Al Majmaah,المجمعه,0105,SA
Al Makhadir,المخادر,1107,YE
Al Makhrim,المخرم,0406,SY
Al Malagim,الملاجم,1420,YE
Al Malha,Al Malha,1314,SD
Al Mamtala,الممطلة,504,BH
Al Manakh,قسم المناخ,0303,EG
Al Manaqil,Al Manaqil,0703,SD
Al Manar,المنار,2012,YE
Al Manasrah,قسم المناصره-غرب بورسعيد,0310,EG
Al Mandaq,المندق,1203,SA
Al Mansheia,قسم المنشيه,0207,EG
Al Mansoura,مركز المنصوره,1203,EG
Al Mansura,المنصورة,2403,YE
Al Mansuriyah,المنصورية,1816,YE
Al Manzala,مركز المنزله,1207,EG
Al Maqatirah,المقاطرة,2512,YE
Al Maragha,مركز المراغه,2606,EG
Al Marawi'ah,المراوعة,1813,YE
Al Marg,قسم المرج,0136,EG
Al Masayel,المسايل,211,KW
Al Mashannah,المشنة,1118,YE
Al Masilah,المسيلة,2806,YE
Al Maslub,المصلوب,1607,YE
Al Matama,Al Matama,0203,SD
Al Matammah,المطمه,1603,YE
Al Mataria,مركز المطريه,1206,EG
Al Mataria City,قسم المطريه,0125,EG
Al Mawasit,المواسط,1522,YE
Al Mayadin,الميادين,0903,SY
Al Mazrooeeah,المزروعية,505,BH
Al Mazuna,المزيونة,0810,OM
Al Meiram,Al Meiram,1813,SD
Al Messila - Coast Strip B,المسيلة - الشريط الساحلى ب,304,KW
Al Metlaa - Jal Al Atraf,المطلاع وجال الاطراف,726,KW
Al Midhnab,المذنب,0404,SA
Al Miftah,المفتاح,1716,YE
Al Mighlaf,المغلاف,1808,YE
Al Milah,الملاح,2508,YE
Al Mina,الميناء,1822,YE
Al Misrakh,المسراخ,1512,YE
Al Moaaskar,المعسكر,506,BH
